IDNOTA,IDCLIENTE,IDVENDEDOR,IDFORMA,IDPRODUTO,IDFORNECEDOR,IDTEMPO,QUANTIDADE
21095,433,2,7,127,37,74567,2
21095,433,2,7,99,25,74567,2
21096,149,19,4,38,8,74567,1
21097,187,13,7,26,6,74781,4
21098,517,15,17,107,21,74830,2
21098,517,15,17,109,21,74830,4
21099,197,13,26,96,25,74780,1
21100,34,9,23,178,39,74767,3
21102,650,22,2,38,8,74608,3
21102,650,22,2,100,25,74608,5
21104,231,12,20,26,6,74482,3
21106,913,16,9,132,13,74817,4
21108,593,11,17,140,24,74645,1
21110,526,12,13,163,18,74757,5
21110,526,12,13,36,8,74757,1
21110,526,12,13,226,34,74757,5
21112,743,17,21,225,34,74603,1
21114,331,14,16,122,22,74617,3
21116,983,21,4,218,34,74604,2
21116,983,21,4,203,30,74604,2
21118,365,22,23,37,8,74539,4
21118,365,22,23,37,8,74539,5
21118,365,22,23,122,22,74539,2
21120,923,6,18,128,37,74608,2
21122,264,1,12,140,24,74482,1
21124,306,14,23,110,25,74525,1
21126,825,17,13,48,9,74687,1
21128,187,13,5,53,9,74688,1
21130,58,24,9,140,24,74761,3
21132,127,5,23,96,25,74798,2
21132,127,5,23,76,16,74798,2
21132,127,5,23,106,21,74798,1
21134,651,17,5,68,13,74664,1
21136,742,7,26,158,40,74646,1
21138,354,6,18,223,33,74636,4
21138,354,6,18,34,7,74636,2
21138,354,6,18,197,20,74636,3
21159,520,24,7,110,25,74690,4
21160,512,17,15,176,25,74538,1
21161,292,5,17,138,24,74737,4
21161,292,5,17,131,25,74737,4
21162,143,13,3,42,9,74761,1
21163,349,7,1,106,21,74723,1
21164,73,3,26,45,10,74592,1
21165,540,10,15,81,18,74555,5
21165,540,10,15,188,28,74555,3
21165,540,10,15,105,21,74555,3
21166,908,1,18,68,13,74792,3
21166,908,1,18,138,24,74792,3
21167,73,5,5,36,8,74667,1
21168,639,17,8,189,29,74615,1
21168,639,17,8,158,40,74615,2
21168,639,17,8,173,38,74615,2
21169,102,2,12,4,1,74511,1
21170,86,5,26,78,17,74626,3
21170,86,5,26,175,39,74626,3
21171,467,24,21,28,7,74566,5
21172,865,18,17,124,23,74565,1
21173,808,2,2,145,13,74781,1
21174,238,10,12,46,10,74585,1
21175,212,13,22,99,25,74564,3
21176,165,11,9,24,7,74524,3
21177,844,13,20,189,29,74751,1
21179,749,3,22,201,27,74716,1
21181,451,12,11,7,22,74779,2
21181,451,12,11,55,9,74779,2
21183,425,7,6,59,11,74599,1
21185,50,13,3,124,23,74786,5
21187,943,20,24,223,33,74702,3
21187,943,20,24,100,25,74702,5
21189,243,19,6,54,9,74615,2
21189,243,19,6,144,26,74615,2
21191,25,15,2,184,14,74708,4
21193,453,10,24,6,22,74519,1
21193,453,10,24,186,27,74519,5
21193,453,10,24,21,4,74519,4
21195,460,3,3,166,14,74663,1
21197,330,15,19,214,32,74547,2
21199,209,6,20,46,10,74811,1
21201,681,24,7,57,11,74612,3
21201,681,24,7,103,13,74612,5
21201,681,24,7,62,12,74612,5
21203,284,24,17,149,26,74670,4
21203,284,24,17,226,34,74670,3
21205,739,2,5,139,24,74754,5
21207,606,4,5,110,25,74529,2
21209,382,24,23,163,18,74637,1
21211,659,24,2,181,39,74633,1
21213,923,5,23,172,25,74550,1
21215,60,18,2,78,17,74523,3
21236,82,23,1,91,17,74749,3
21237,103,8,22,126,37,74592,2
21238,572,16,7,162,18,74684,3
21238,572,16,7,212,32,74684,5
21239,793,2,14,232,36,74741,5
21240,332,11,2,92,17,74760,2
21241,337,7,13,27,7,74699,3
21242,198,16,1,180,39,74780,1
21243,105,11,3,129,37,74644,4
21243,105,11,3,67,13,74644,4
21244,977,24,8,88,23,74487,1
21245,710,23,18,185,27,74677,5
21246,9,2,14,7,22,74782,3
21247,116,13,10,193,19,74656,4
21247,116,13,10,108,21,74656,5
21248,559,9,20,43,10,74642,2
21249,15,16,12,21,4,74478,4
21250,595,5,6,114,41,74706,4
21250,595,5,6,175,39,74706,4
21250,595,5,6,196,19,74706,2
21250,595,5,6,230,35,74706,4
21251,72,8,16,162,18,74639,4
21252,284,5,5,167,14,74661,4
21253,109,15,18,192,29,74665,1
21254,499,5,1,2,1,74722,1
21256,506,14,25,214,32,74831,5
21256,506,14,25,157,40,74831,2
21258,916,14,5,18,6,74536,1
21260,680,1,20,139,24,74699,2
21260,680,1,20,184,14,74699,4
21260,680,1,20,99,25,74699,4
21262,324,13,6,188,28,74494,1
21264,949,20,16,216,33,74684,1
21266,166,14,19,181,39,74550,4
21268,561,9,20,146,26,74766,1
21270,321,10,10,196,19,74629,1
21272,750,17,12,167,14,74660,1
21274,101,6,23,105,21,74582,4
21276,217,5,17,27,7,74787,3
21278,404,11,11,110,25,74785,1
21280,422,1,23,142,24,74475,1
21280,422,1,23,40,8,74475,4
21280,422,1,23,63,12,74475,3
21282,158,17,2,31,6,74761,2
21284,270,20,19,146,26,74696,5
21284,270,20,19,182,18,74696,3
21286,903,20,7,214,32,74653,1
21288,696,12,5,6,22,74553,1
21290,887,2,22,12,2,74689,3
21292,402,14,21,135,21,74664,2
21292,402,14,21,66,13,74664,2
21292,402,14,21,1,1,74664,4
21313,914,10,11,138,24,74759,5
21313,914,10,11,90,17,74759,2
21314,668,1,13,96,25,74538,2
21314,668,1,13,88,23,74538,1
21314,668,1,13,105,21,74538,4
21315,806,12,26,70,14,74600,2
21315,806,12,26,201,27,74600,2
21315,806,12,26,148,13,74600,4
21315,806,12,26,100,25,74600,4
21315,806,12,26,10,22,74600,4
21316,191,9,2,43,10,74597,4
21317,903,19,2,3,1,74725,1
21318,962,2,17,145,13,74728,2
21318,962,2,17,186,27,74728,2
21319,449,10,19,142,24,74519,5
21320,680,12,23,148,13,74497,4
21321,750,13,26,66,13,74599,5
21322,179,18,16,180,39,74548,3
21323,889,12,3,177,13,74539,1
21324,968,6,14,104,13,74687,2
21325,818,6,20,214,32,74515,1
21326,515,19,25,56,11,74513,1
21327,17,22,13,83,18,74728,3
21327,17,22,13,183,18,74728,3
21328,196,14,16,164,14,74567,1
21329,387,23,14,21,4,74660,3
21329,387,23,14,83,18,74660,1
21330,898,2,19,44,10,74798,1
21331,578,23,12,167,14,74753,1
21333,120,5,10,233,11,74643,3
21335,357,19,4,223,33,74733,4
21335,357,19,4,119,18,74733,1
21337,913,24,15,230,35,74781,1
21339,485,2,6,33,6,74779,2
21339,485,2,6,1,1,74779,4
21339,485,2,6,6,22,74779,4
21341,758,15,10,219,36,74665,1
21343,591,20,16,163,18,74821,1
21343,591,20,16,102,13,74821,3
21345,462,21,5,165,14,74630,4
21345,462,21,5,154,40,74630,4
21347,522,19,7,40,8,74509,3
21349,519,9,26,189,29,74644,2
21351,406,5,26,43,10,74596,3
21353,571,5,8,94,17,74586,3
21355,633,11,9,138,24,74566,4
21355,633,11,9,195,27,74566,4
21355,633,11,9,212,32,74566,2
21357,354,24,13,196,19,74702,2
21357,354,24,13,147,26,74702,1
21357,354,24,13,171,13,74702,3
21357,354,24,13,116,41,74702,2
21359,798,3,19,106,21,74721,1
21361,951,23,7,107,21,74707,4
21363,323,8,22,45,10,74717,1
21365,410,21,25,132,13,74820,3
21365,410,21,25,100,25,74820,4
21367,647,5,1,96,25,74607,3
21369,146,15,9,219,36,74763,1
21390,538,10,19,211,31,74777,1
21390,538,10,19,211,31,74777,2
21391,519,1,10,109,21,74599,1
21392,724,3,22,144,26,74609,4
21393,956,4,14,39,8,74820,1
21394,511,24,24,179,39,74575,3
21395,820,11,20,83,18,74762,4
21396,568,12,26,118,18,74746,2
21396,568,12,26,127,37,74746,1
21397,901,2,4,211,31,74765,4
21397,901,2,4,230,35,74765,1
21398,58,8,7,162,18,74704,1
21399,156,6,3,172,25,74710,3
21400,377,14,21,229,35,74752,1
21401,382,11,16,77,16,74783,1
21402,371,6,25,10,22,74639,3
21403,445,11,22,85,18,74646,4
21404,527,20,16,225,34,74768,1
21405,276,19,8,189,29,74668,4
21406,405,14,7,175,39,74646,1
21407,49,13,23,177,13,74734,1
21408,933,7,18,33,6,74738,3
21410,377,10,14,30,6,74723,1
21412,336,20,3,142,24,74659,4
21414,803,17,2,24,7,74765,1
21416,204,20,15,99,25,74487,1
21418,549,10,2,144,26,74556,4
21418,549,10,2,91,17,74556,5
21420,696,16,9,98,21,74819,5
21422,214,13,8,202,38,74763,1
21424,849,2,11,111,25,74572,3
21424,849,2,11,86,18,74572,5
21426,175,18,20,65,12,74758,4
21428,382,24,3,32,6,74494,2
21430,544,14,26,154,40,74493,2
21432,754,3,19,227,34,74563,2
21432,754,3,19,5,1,74563,1
21432,754,3,19,4,1,74563,1
21434,694,2,11,191,19,74710,1
21436,382,5,13,188,28,74548,3
21436,382,5,13,168,13,74548,4
21436,382,5,13,121,22,74548,2
21438,483,20,7,151,22,74511,1
21440,308,21,13,209,30,74728,1
21442,199,15,22,56,11,74484,2
21444,510,9,8,155,40,74740,2
21444,510,9,8,26,6,74740,3
21444,510,9,8,228,34,74740,2
21444,510,9,8,19,7,74740,3
21446,337,13,24,45,10,74624,1
21467,603,23,22,195,27,74550,3
21468,760,19,12,125,23,74573,4
21469,200,22,9,200,27,74777,1
21470,962,11,19,171,13,74655,4
21470,962,11,19,66,13,74655,1
21470,962,11,19,36,8,74655,3
21471,260,11,11,101,18,74726,1
21472,21,2,13,88,23,74813,1
21473,327,13,14,109,21,74653,1
21474,138,14,16,19,7,74631,3
21474,138,14,16,155,40,74631,3
21474,138,14,16,105,21,74631,5
21475,323,13,20,231,36,74596,5
21475,323,13,20,219,36,74596,2
21476,916,11,20,133,13,74664,2
21477,656,10,26,29,4,74806,3
21478,820,11,22,31,6,74776,5
21479,852,11,5,151,22,74815,5
21480,572,18,10,59,11,74717,1
21480,572,18,10,82,18,74717,5
21480,572,18,10,6,22,74717,3
21481,425,18,17,206,31,74563,1
21482,451,7,6,45,10,74677,1
21483,587,1,2,231,36,74782,2
21484,866,4,15,106,21,74761,1
21484,866,4,15,29,4,74761,4
21485,574,21,15,24,7,74487,3
21487,40,11,16,2,1,74672,4
21487,40,11,16,136,23,74672,5
21489,934,12,16,20,4,74710,1
21491,993,19,7,59,11,74572,4
21493,419,23,5,219,36,74656,3
21493,419,23,5,110,25,74656,4
21493,419,23,5,3,1,74656,5
21495,196,4,4,141,24,74668,2
21497,720,22,4,98,21,74497,1
21499,763,5,5,198,38,74739,2
21499,763,5,5,39,8,74739,3
21499,763,5,5,175,39,74739,3
21501,692,23,10,128,37,74737,1
21503,745,22,20,129,37,74751,1
21503,745,22,20,144,26,74751,5
21505,979,11,8,71,14,74608,4
21507,784,22,17,188,28,74792,2
21507,784,22,17,176,25,74792,4
21509,505,22,3,37,8,74511,4
21509,505,22,3,188,28,74511,1
21511,617,11,21,185,27,74505,3
21511,617,11,21,158,40,74505,4
21511,617,11,21,47,9,74505,2
21513,726,23,15,217,34,74577,3
21515,400,21,3,219,36,74700,2
21517,432,8,20,189,29,74563,3
21517,432,8,20,54,9,74563,3
21517,432,8,20,161,18,74563,4
21517,432,8,20,86,18,74563,4
21519,333,19,11,96,25,74734,5
21519,333,19,11,215,33,74734,4
21521,175,10,16,28,7,74525,4
21523,541,9,9,141,24,74759,5
21544,46,11,12,54,9,74596,1
21545,340,22,4,203,30,74627,1
21546,481,1,21,145,13,74519,1
21547,808,5,6,225,34,74748,3
21548,317,21,24,68,13,74534,1
21549,385,11,25,34,7,74799,3
21549,385,11,25,59,11,74799,3
21549,385,11,25,25,5,74799,4
21550,85,19,15,70,14,74784,1
21551,360,22,1,123,22,74482,1
21552,79,21,20,94,17,74832,4
21552,79,21,20,132,13,74832,3
21553,811,17,17,189,29,74732,2
21554,384,20,23,147,26,74537,4
21554,384,20,23,133,13,74537,2
21555,189,2,3,42,9,74723,3
21556,881,9,9,99,25,74487,4
21557,355,18,21,170,13,74504,4
21557,355,18,21,10,22,74504,5
21558,882,19,24,217,34,74624,1
21559,926,9,25,35,7,74574,4
21560,562,19,7,159,40,74725,5
21561,59,16,20,211,31,74475,5
21561,59,16,20,68,13,74475,3
21562,309,5,16,55,9,74609,3
21564,125,18,16,41,9,74718,2
21566,171,18,24,25,5,74645,4
21568,637,12,17,218,34,74543,1
21570,381,1,16,19,7,74732,2
21572,378,8,2,36,8,74476,2
21574,26,20,11,108,21,74737,1
21576,194,20,11,33,6,74723,1
21578,887,16,5,138,24,74503,4
21580,767,2,9,204,31,74533,1
21582,361,18,17,18,6,74580,5
21584,566,10,23,196,19,74583,4
21586,438,8,3,193,19,74737,4
21586,438,8,3,230,35,74737,4
21586,438,8,3,17,5,74737,4
21588,690,18,9,111,25,74819,3
21588,690,18,9,127,37,74819,4
21590,754,7,15,182,18,74572,1
21592,629,8,15,72,15,74705,5
21592,629,8,15,79,17,74705,4
21594,486,8,15,122,22,74515,2
21596,381,3,23,189,29,74615,4
21596,381,3,23,34,7,74615,1
21596,381,3,23,90,17,74615,2
21598,370,18,4,172,25,74625,3
21598,370,18,4,10,22,74625,4
21600,923,3,3,95,21,74672,1
21621,724,11,2,2,1,74565,3
21622,207,24,14,167,14,74476,3
21623,935,12,24,65,12,74647,4
21623,935,12,24,199,20,74647,4
21624,497,20,3,40,8,74570,1
21625,938,6,3,65,12,74716,4
21626,664,20,14,219,36,74770,2
21626,664,20,14,168,13,74770,4
21626,664,20,14,208,31,74770,4
21627,306,19,3,125,23,74693,2
21628,141,11,20,223,33,74698,1
21629,110,18,18,75,16,74689,4
21629,110,18,18,51,9,74689,2
21630,57,20,17,38,8,74474,1
21630,57,20,17,64,12,74474,2
21631,278,8,2,174,14,74689,1
21632,971,5,8,124,23,74829,5
21632,971,5,8,5,1,74829,4
21633,456,3,2,16,4,74535,1
21634,954,11,26,214,32,74553,4
21635,540,6,20,88,23,74706,1
21636,720,18,18,179,39,74715,1
21637,501,15,4,123,22,74539,3
21637,501,15,4,87,23,74539,4
21637,501,15,4,12,2,74539,4
21637,501,15,4,205,31,74539,4
21637,501,15,4,26,6,74539,4
21638,1,6,22,34,7,74793,3
21638,1,6,22,104,13,74793,2
21638,1,6,22,49,10,74793,3
21638,1,6,22,65,12,74793,1
21638,1,6,22,107,21,74793,5
21638,1,6,22,38,8,74793,3
21639,211,24,23,164,14,74756,1
21641,883,1,1,169,13,74623,1
21643,478,23,22,96,25,74562,2
21645,931,11,4,25,5,74738,2
21645,931,11,4,131,25,74738,3
21645,931,11,4,37,8,74738,2
21647,296,5,21,39,8,74610,1
21647,296,5,21,127,37,74610,2
21649,8,15,17,48,9,74584,1
21651,413,11,24,74,16,74521,4
21653,468,23,21,154,40,74788,1
21655,727,14,14,45,10,74595,1
21657,859,3,10,191,19,74749,1
21659,390,8,17,42,9,74570,1
21661,151,22,11,187,28,74568,1
21663,84,1,22,21,4,74740,1
21665,855,23,26,121,22,74547,4
21665,855,23,26,4,1,74547,4
21667,237,8,10,92,17,74745,1
21669,801,8,18,115,41,74581,2
21669,801,8,18,97,25,74581,1
21671,576,6,17,69,13,74583,1
21673,150,9,12,223,33,74554,4
21675,623,14,16,84,18,74508,2
21677,752,10,20,21,4,74745,4
21677,752,10,20,119,18,74745,3
21698,962,19,12,57,11,74565,2
21699,87,14,25,194,19,74528,3
21700,528,5,2,182,18,74721,3
21700,528,5,2,99,25,74721,1
21701,251,22,24,143,21,74640,5
21701,251,22,24,171,13,74640,3
21702,460,11,19,6,22,74679,1
21703,584,8,11,130,18,74476,1
21704,632,19,3,219,36,74801,1
21705,815,12,23,167,14,74697,1
21706,611,16,26,163,18,74474,2
21707,313,21,6,49,10,74533,1
21707,313,21,6,130,18,74533,3
21708,930,2,19,161,18,74748,5
21708,930,2,19,100,25,74748,2
21709,621,4,2,159,40,74607,4
21709,621,4,2,47,9,74607,4
21710,962,19,22,228,34,74486,3
21710,962,19,22,43,10,74486,4
21711,465,8,22,23,7,74792,4
21712,61,18,14,116,41,74474,4
21712,61,18,14,219,36,74474,5
21712,61,18,14,85,18,74474,1
21713,495,2,1,54,9,74748,3
21713,495,2,1,40,8,74748,3
21714,864,15,5,92,17,74786,1
21715,766,13,25,116,41,74567,5
21715,766,13,25,121,22,74567,2
21715,766,13,25,50,10,74567,4
21715,766,13,25,145,13,74567,1
21716,992,12,21,165,14,74543,2
21718,651,13,14,126,37,74585,5
21718,651,13,14,91,17,74585,2
21720,737,11,12,196,19,74789,4
21722,283,4,3,66,13,74624,4
21722,283,4,3,216,33,74624,5
21722,283,4,3,120,18,74624,2
21722,283,4,3,121,22,74624,4
21724,139,9,15,177,13,74475,4
21726,534,10,6,144,26,74676,3
21726,534,10,6,216,33,74676,4
21728,800,22,17,131,25,74568,4
21730,206,13,5,47,9,74668,2
21730,206,13,5,82,18,74668,1
21732,89,19,6,206,31,74781,1
21734,255,17,17,4,1,74768,1
21736,936,21,2,55,9,74703,4
21738,455,16,2,61,12,74660,2
21738,455,16,2,68,13,74660,3
21740,588,9,18,212,32,74703,2
21740,588,9,18,111,25,74703,2
21742,513,7,22,148,13,74700,1
21744,802,14,21,33,6,74545,2
21746,428,20,8,115,41,74709,1
21748,325,1,13,142,24,74600,1
21750,19,23,18,150,16,74653,5
21750,19,23,18,10,22,74653,2
21752,50,5,11,74,16,74519,1
21754,788,10,6,228,34,74480,4
21754,788,10,6,130,18,74480,1
21775,644,1,25,78,17,74656,1
21776,812,4,24,191,19,74695,3
21776,812,4,24,91,17,74695,1
21777,335,13,20,193,19,74525,1
21778,593,10,24,150,16,74765,5
21778,593,10,24,62,12,74765,4
21779,974,21,5,129,37,74798,5
21780,799,9,11,172,25,74476,1
21780,799,9,11,121,22,74476,3
21780,799,9,11,207,31,74476,4
21781,683,11,7,193,19,74631,1
21782,617,12,5,26,6,74497,1
21783,946,12,13,154,40,74606,1
21784,197,7,23,29,4,74515,3
21784,197,7,23,210,31,74515,3
21785,200,13,7,177,13,74521,4
21786,826,24,16,218,34,74564,3
21787,37,3,17,222,33,74740,1
21788,928,13,1,55,9,74543,3
21789,444,24,21,3,1,74628,1
21790,195,1,2,202,38,74701,2
21790,195,1,2,22,5,74701,4
21791,580,11,18,128,37,74668,1
21792,240,11,14,206,31,74769,2
21792,240,11,14,213,32,74769,3
21793,310,3,4,104,13,74674,4
21795,474,19,2,220,35,74649,2
21795,474,19,2,60,11,74649,4
21795,474,19,2,224,34,74649,3
21797,242,4,8,176,25,74673,3
21797,242,4,8,184,14,74673,3
21799,286,16,8,138,24,74670,1
21799,286,16,8,233,11,74670,3
21799,286,16,8,75,16,74670,2
21801,268,21,5,89,23,74505,1
21803,797,24,19,116,41,74472,1
21805,336,17,20,45,10,74577,4
21807,218,5,13,194,19,74806,1
21809,667,10,24,106,21,74687,2
21809,667,10,24,29,4,74687,5
21809,667,10,24,106,21,74687,3
21811,140,4,26,33,6,74646,1
21813,516,23,15,233,11,74516,1
21815,356,21,18,40,8,74491,3
21817,331,8,22,43,10,74788,3
21819,311,6,12,65,12,74614,4
21819,311,6,12,210,31,74614,2
21821,339,20,26,118,18,74606,1
21823,875,5,8,191,19,74708,3
21825,73,13,6,139,24,74611,2
21827,384,4,21,140,24,74811,3
21827,384,4,21,222,33,74811,4
21827,384,4,21,124,23,74811,3
21827,384,4,21,11,22,74811,3
21829,283,1,25,114,41,74678,4
21831,891,1,2,5,1,74481,2
21831,891,1,2,224,34,74481,4
21852,296,20,13,224,34,74603,1
21853,433,1,12,69,13,74510,2
21854,835,6,16,89,23,74684,2
21855,335,10,25,190,28,74832,3
21855,335,10,25,186,27,74832,2
21856,751,1,25,27,7,74766,1
21857,543,20,18,212,32,74478,3
21858,524,14,3,76,16,74800,4
21859,508,1,9,188,28,74533,1
21860,359,23,7,184,14,74527,1
21860,359,23,7,9,22,74527,3
21861,294,14,24,190,28,74623,2
21862,791,3,8,26,6,74476,2
21863,49,23,14,46,10,74731,1
21864,509,16,20,60,11,74521,4
21865,297,2,19,32,6,74750,1
21866,252,22,8,106,21,74777,1
21867,96,12,3,114,41,74577,3
21867,96,12,3,230,35,74577,5
21868,446,10,22,20,4,74481,1
21868,446,10,22,201,27,74481,4
21869,145,6,9,224,34,74514,3
21870,323,7,15,88,23,74706,4
21872,698,7,1,21,4,74562,2
21872,698,7,1,182,18,74562,3
21872,698,7,1,208,31,74562,2
21872,698,7,1,156,40,74562,2
21874,118,10,8,81,18,74825,3
21874,118,10,8,41,9,74825,2
21876,372,3,9,192,29,74483,1
21878,160,7,11,161,18,74770,1
21878,160,7,11,89,23,74770,2
21880,741,9,1,47,9,74740,2
21882,795,11,23,29,4,74547,1
21884,1,22,26,184,14,74746,2
21884,1,22,26,179,39,74746,4
21886,424,19,20,82,18,74764,1
21888,387,10,6,49,10,74781,1
21890,155,14,11,115,41,74808,4
21890,155,14,11,201,27,74808,2
21892,381,1,20,118,18,74611,3
21894,915,23,19,19,7,74655,1
21896,329,23,25,94,17,74584,2
21896,329,23,25,24,7,74584,5
21898,114,18,9,116,41,74472,1
21900,510,4,21,210,31,74718,3
21900,510,4,21,96,25,74718,3
21902,557,16,17,114,41,74525,1
21904,128,6,10,219,36,74548,3
21906,26,24,4,144,26,74782,4
21908,279,18,5,153,22,74693,4
21929,496,21,13,122,22,74546,3
21930,381,19,7,127,37,74582,1
21931,599,21,16,64,12,74665,1
21932,700,16,4,108,21,74678,1
21932,700,16,4,225,34,74678,4
21933,566,1,6,30,6,74511,2
21934,805,9,3,59,11,74718,1
21935,862,13,13,198,38,74528,5
21936,330,1,9,130,18,74495,1
21936,330,1,9,125,23,74495,4
21936,330,1,9,110,25,74495,2
21937,21,6,7,101,18,74671,5
21938,347,1,21,13,2,74615,3
21939,747,20,10,202,38,74634,4
21939,747,20,10,201,27,74634,2
21939,747,20,10,10,22,74634,3
21940,423,13,24,52,9,74616,4
21941,32,21,1,30,6,74519,3
21942,33,23,22,60,11,74696,1
21943,869,6,26,154,40,74785,3
21943,869,6,26,174,14,74785,4
21943,869,6,26,188,28,74785,4
21944,130,23,22,204,31,74671,1
21945,77,3,25,165,14,74669,2
21945,77,3,25,197,20,74669,3
21946,52,4,7,83,18,74689,1
21947,518,17,15,128,37,74690,1
21949,175,17,22,7,22,74757,2
21949,175,17,22,130,18,74757,5
21951,18,9,18,116,41,74511,3
21953,761,13,9,120,18,74675,5
21953,761,13,9,75,16,74675,1
21955,247,20,7,94,17,74515,2
21957,766,20,24,131,25,74538,2
21959,140,9,23,169,13,74788,1
21961,367,18,8,181,39,74736,1
21963,460,16,5,37,8,74738,4
21965,983,1,9,199,20,74823,4
21967,436,24,23,153,22,74695,4
21967,436,24,23,174,14,74695,5
21969,195,6,25,183,18,74780,1
21971,2,22,23,86,18,74527,4
21973,282,10,13,186,27,74673,3
21975,373,24,12,51,9,74476,5
21975,373,24,12,39,8,74476,3
21977,38,13,10,206,31,74739,3
21979,142,18,8,120,18,74753,1
21979,142,18,8,40,8,74753,3
21979,142,18,8,150,16,74753,3
21981,879,16,2,72,15,74678,2
21981,879,16,2,232,36,74678,1
21983,541,15,14,151,22,74827,3
21985,232,12,23,34,7,74521,1
22006,897,4,10,218,34,74724,1
22007,828,20,11,133,13,74569,4
22008,682,22,2,55,9,74824,1
22009,550,18,10,203,30,74694,1
22010,256,5,21,120,18,74504,1
22011,540,18,10,57,11,74677,3
22011,540,18,10,111,25,74677,3
22012,247,8,13,135,21,74664,3
22012,247,8,13,214,32,74664,1
22012,247,8,13,102,13,74664,5
22013,321,18,3,84,18,74523,3
22013,321,18,3,89,23,74523,2
22014,815,22,4,107,21,74617,1
22015,19,8,14,42,9,74825,1
22016,259,11,2,228,34,74511,2
22017,277,1,18,83,18,74542,3
22017,277,1,18,193,19,74542,5
22018,906,18,23,53,9,74785,1
22019,352,24,15,98,21,74518,5
22020,237,11,16,95,21,74475,3
22021,229,10,15,115,41,74696,1
22022,768,13,4,202,38,74537,1
22023,862,13,1,190,28,74643,2
22024,597,14,26,177,13,74537,1
22026,847,11,23,11,22,74723,2
22028,555,21,17,128,37,74757,1
22030,761,24,25,118,18,74528,2
22032,944,5,8,39,8,74653,1
22034,956,2,15,133,13,74784,4
22034,956,2,15,128,37,74784,4
22034,956,2,15,217,34,74784,2
22036,126,21,18,92,17,74554,1
22038,433,20,22,199,20,74554,5
22040,595,17,2,131,25,74663,1
22042,876,22,10,156,40,74670,1
22044,751,6,11,24,7,74750,4
22046,45,1,25,182,18,74767,1
22048,186,17,21,19,7,74784,4
22050,706,20,19,60,11,74504,5
22050,706,20,19,15,3,74504,2
22050,706,20,19,95,21,74504,4
22052,86,3,5,8,22,74609,1
22054,943,22,19,189,29,74798,3
22056,845,8,25,65,12,74688,1
22058,149,13,21,146,26,74749,1
22060,24,10,16,21,4,74585,3
22062,466,5,19,68,13,74626,1
22083,398,8,21,174,14,74512,4
22083,398,8,21,35,7,74512,3
22084,234,16,24,1,1,74788,1
22085,598,17,6,61,12,74526,2
22086,149,5,5,170,13,74730,1
22086,149,5,5,148,13,74730,3
22087,556,8,23,32,6,74576,2
22088,348,15,2,161,18,74529,2
22088,348,15,2,69,13,74529,2
22088,348,15,2,200,27,74529,3
22089,66,4,16,27,7,74798,2
22090,663,2,11,62,12,74767,1
22090,663,2,11,49,10,74767,3
22091,991,11,8,230,35,74752,1
22092,375,22,9,166,14,74726,3
22092,375,22,9,136,23,74726,4
22093,53,14,24,193,19,74564,2
22093,53,14,24,136,23,74564,3
22094,281,15,12,27,7,74616,2
22094,281,15,12,213,32,74616,5
22094,281,15,12,81,18,74616,4
22094,281,15,12,93,17,74616,5
22094,281,15,12,46,10,74616,2
22094,281,15,12,138,24,74616,1
22095,415,15,24,50,10,74793,3
22096,164,12,24,11,22,74802,3
22096,164,12,24,192,29,74802,4
22096,164,12,24,138,24,74802,2
22096,164,12,24,18,6,74802,3
22096,164,12,24,109,21,74802,4
22097,721,21,22,41,9,74822,1
22098,159,6,26,182,18,74610,1
22099,888,22,19,163,18,74523,3
22100,467,4,12,22,5,74723,1
22101,800,22,16,97,25,74599,4
22103,957,2,16,17,5,74520,1
22105,241,6,2,67,13,74506,5
22107,783,15,19,21,4,74755,2
22109,664,16,3,210,31,74812,4
22111,172,12,10,164,14,74770,5
22111,172,12,10,128,37,74770,4
22111,172,12,10,76,16,74770,2
22113,74,23,11,5,1,74583,4
22113,74,23,11,149,26,74583,5
22113,74,23,11,100,25,74583,4
22113,74,23,11,81,18,74583,2
22115,44,3,22,152,21,74817,1
22117,170,19,3,230,35,74587,2
22119,603,10,7,78,17,74629,3
22119,603,10,7,183,18,74629,1
22121,360,1,17,40,8,74607,3
22121,360,1,17,103,13,74607,5
22123,410,19,15,55,9,74496,2
22123,410,19,15,121,22,74496,1
22125,119,17,10,200,27,74522,2
22125,119,17,10,229,35,74522,4
22127,635,23,17,39,8,74518,5
22129,739,23,8,36,8,74627,4
22131,313,24,22,91,17,74807,3
22133,385,23,9,187,28,74654,1
22135,973,1,23,156,40,74666,3
22135,973,1,23,16,4,74666,4
22137,624,12,4,133,13,74610,1
